unixTime	strTime	tweetID	tweetText	lang	sentiment	isRT	sourceRT
1431150019.679906	Sat May  9 08:40:19 2015	596912565457944576	"RT @SkyNews: US doctor declared free of Ebola last year after treatment found to have disease in eyeball http:\/\/t.co\/93gD7rJnwV http:\/\/t.co\u2026"	en	0.2	True	@SkyNews
1431150040.607077	Sat May  9 08:40:40 2015	596912655534727168	"RT @AdversAerialOne: Eyebola.  https:\/\/t.co\/aLlBIIWJ2J"	en	0.0	True	@AdversAerialOne
1431150047.746342	Sat May  9 08:40:47 2015	596912686354604032	"American doctor cured of Ebola finds the virus in eye - http:\/\/t.co\/qUSi9XUzS8 http:\/\/t.co\/YkXxF6yEd5"	en	0.0	False	 
1431150055.587875	Sat May  9 08:40:55 2015	596912716712914944	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431150074.97276	Sat May  9 08:41:14 2015	596912801114820608	"RT @ChangeAgent002: Ebola virus found in eye fluid of US doctor months after he was declared fully recovered http:\/\/t.co\/kNh52BDBfW"	en	0.0	True	@ChangeAgent002
1431150076.08954	Sat May  9 08:41:16 2015	596912805250539520	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431150077.830772	Sat May  9 08:41:17 2015	596912812879929344	"Society accepted a virus as it was sold to them #Ebola is how they will break it to you so pay close attention. #Lyme #neverstopquestioning"	en	0.0	False	 
1431150084.894908	Sat May  9 08:41:24 2015	596912842487537664	"RT @ynetnews: Liberia declared Ebola-free, but outbreak continues over border - http:\/\/t.co\/leu7hMEFjg"	en	0.0	True	@ynetnews
1431150086.344932	Sat May  9 08:41:26 2015	596912848174862336	"RT @9NewsSyd: Ebola turns patient's blue eye green months after he was 'cured'. http:\/\/t.co\/mqRYC83UPb #9News http:\/\/t.co\/Tb2RG7GvfF"	en	-0.1	True	@9NewsSyd
1431150096.223131	Sat May  9 08:41:36 2015	596912888708640771	"Ebola Lurked In Cured Patient's Eye http:\/\/t.co\/SrMDNy7iZd #prebreak #best"	en	1.0	False	 
1431150096.439287	Sat May  9 08:41:36 2015	596912889346203648	"Ebola Lurked In Cured Patient's Eye http:\/\/t.co\/lRpYrBuzit #prebreak #best"	en	1.0	False	 
1431150096.742498	Sat May  9 08:41:36 2015	596912889967079425	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150097.190904	Sat May  9 08:41:37 2015	596912892609302528	"Ebola Lurked In Cured Patient's Eye http:\/\/t.co\/uAuW4J1Pnk #prebreak #best"	en	1.0	False	 
1431150097.193903	Sat May  9 08:41:37 2015	596912893372669954	"Ebola Lurked In Cured Patient's Eye http:\/\/t.co\/axRxukSG8y #prebreak #best"	en-gb	1.0	False	 
1431150097.96745	Sat May  9 08:41:37 2015	596912897185320960	"RT @darklingdiva: *Has common cold*\n*Pretends as if dying from Ebola*"	en	-0.3	True	@darklingdiva
1431150098.687045	Sat May  9 08:41:38 2015	596912900112912384	"Ebola Lurked In Cured Patient's Eye http:\/\/t.co\/OygWrw5VS1 #prebreak #best"	en	1.0	False	 
1431150098.911204	Sat May  9 08:41:38 2015	596912901564182528	"Ebola Lurked In Cured Patient's Eye http:\/\/t.co\/PHQICygnZZ #prebreak #best"	en	1.0	False	 
1431150124.596323	Sat May  9 08:42:04 2015	596913009475362817	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150129.851186	Sat May  9 08:42:09 2015	596913031403085824	"@7SealsOfTheEnd SIr, ZIR, ..can you grow SPERM in a lab with #Ebola, you know like the natural stuff...ZIR? @tomlinden0 @iamlibertyshow"	en	0.1	False	 
1431150131.894629	Sat May  9 08:42:11 2015	596913038822899712	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150134.582543	Sat May  9 08:42:14 2015	596913050940211200	"i can't fall asleep bc i read the ebola eye story"	en	0.0	False	 
1431150136.151718	Sat May  9 08:42:16 2015	596913057261031424	"American Ebola Patient Considered Cured of the Disease Saw Something Very Stran... http:\/\/t.co\/aWAntS208Q via @theblaze"	en	0.1	False	 
1431150144.304753	Sat May  9 08:42:24 2015	596913091448852480	"\"@cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/4ctKLF8vBW http:\/\/t.co\/A7vULyB4y2\""	en	0.10000000000000002	False	 
1431150158.880296	Sat May  9 08:42:38 2015	596913152341745665	"Ebola'dan kurtuldu tazminat davas\u0131 a\u00e7t\u0131 http:\/\/t.co\/AHKDV54QdO #do\u011faltedavi #do\u011falsa\u011fl\u0131k #bitkisel\u00fcr\u00fcnler #bitkiselsaglik #bitkiseltedavi\u2026"	en-gb	0.0	False	 
1431150173.031883	Sat May  9 08:42:53 2015	596913211728744448	"Ebola found in doctor's eye, months after being cleared http:\/\/t.co\/PUhRNVGawa"	en	0.0	False	 
1431150177.958383	Sat May  9 08:42:57 2015	596913230301171712	"Community trust is a significant issue, @CNN: Beating #Ebola? It's a matter of trust http:\/\/t.co\/mZT4vj33Mt"	en	0.375	False	 
1431150178.506776	Sat May  9 08:42:58 2015	596913233912463361	"Liberia na ruim een jaar ebolavrij: Er heerst geen ebola meer in Liberia. Meer dan een jaar lang hield de ziek... http:\/\/t.co\/RaDPSZosCF"	en	0.0	False	 
1431150179.65859	Sat May  9 08:42:59 2015	596913239214030848	"Liberia na ruim een jaar ebolavrij: Er heerst geen ebola meer in Liberia. Meer dan een jaar lang hield de ziek... http:\/\/t.co\/neCCYBb2Be"	en	0.0	False	 
1431150181.742095	Sat May  9 08:43:01 2015	596913249045585920	"Ebola\rLiberia is Ebola free nation \rRemain Guinea&amp;Sierra Leone\rSince outbreak of"	en	0.4	False	 
1431150183.104057	Sat May  9 08:43:03 2015	596913254686806016	"US Ebola patient declared cured for months has it in his eye, turning it from blue to green http:\/\/t.co\/iTo9MC0YsH - @BizPacReview"	en	-0.1	False	 
1431150185.672873	Sat May  9 08:43:05 2015	596913264946184192	"RT @TR_Foundation: #Liberia declared #Ebola-free http:\/\/t.co\/nfjGealoUe http:\/\/t.co\/fSzUNEQMPi"	en	0.0	True	@TR_Foundation
1431150187.318037	Sat May  9 08:43:07 2015	596913271816392704	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150187.900451	Sat May  9 08:43:07 2015	596913274899144704	"US Ebola patient declared cured for months has it in his eye, turning it from blue to green http:\/\/t.co\/eVZjfU9PzC  via @BizPacReview"	en	-0.1	False	 
1431150203.133406	Sat May  9 08:43:23 2015	596913338539319296	"Ebola found in doctor's eye, months after being cleared http:\/\/t.co\/0VyL2AkJNe"	en	0.0	False	 
1431150206.212732	Sat May  9 08:43:26 2015	596913350870568961	"Ebola found in doctor's eye, months after being cleared http:\/\/t.co\/iyHxi4vAF0"	en	0.0	False	 
1431150209.798473	Sat May  9 08:43:29 2015	596913366725238784	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150212.618633	Sat May  9 08:43:32 2015	596913378414690304	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150223.038289	Sat May  9 08:43:43 2015	596913422287142912	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150225.701208	Sat May  9 08:43:45 2015	596913432206516224	"RT @anthroetc: Ripple effects of Ebola include the disruption of immunization programs. https:\/\/t.co\/ZdtXRc1Xy4"	en	0.0	True	@anthroetc
1431150226.987133	Sat May  9 08:43:46 2015	596913436774117376	"Ebola Lingered in One Man's Eye http:\/\/t.co\/y68exXe087"	en	0.0	False	 
1431150244.584704	Sat May  9 08:44:04 2015	596913511290146816	"RT @9NewsSyd: Ebola turns patient's blue eye green months after he was 'cured'. http:\/\/t.co\/mqRYC83UPb #9News http:\/\/t.co\/Tb2RG7GvfF"	en	-0.1	True	@9NewsSyd
1431150247.639893	Sat May  9 08:44:07 2015	596913521641783296	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150256.225902	Sat May  9 08:44:16 2015	596913554797662208	"UN to begin polio and measles vaccinations as Ebola \ntransmissions plummet in Liberia http:\/\/t.co\/eIvYvmXD49"	en	0.0	False	 
1431150272.999046	Sat May  9 08:44:32 2015	596913630488190977	"RT @DoctorYasmin: It's official. Liberia declared free of Ebola."	en	0.4	True	@DoctorYasmin
1431150276.551243	Sat May  9 08:44:36 2015	596913644341891072	"CNN: American doctor declared free of Ebola finds the virus in his eye months later  http:\/\/t.co\/FYJDHNUeB4"	en	0.13333333333333333	False	 
1431150276.555241	Sat May  9 08:44:36 2015	596913645608693760	"Cudurka Ebola oo Liberia laga sifeeyay http:\/\/t.co\/jXG6zqHYyD"	en	0.0	False	 
1431150280.543504	Sat May  9 08:44:40 2015	596913662582853632	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431150289.620143	Sat May  9 08:44:49 2015	596913700541333504	"RT @starfishncoffee: Oh GAH! RT @A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/dFQhxAe8zy \u2026"	en	0.0	True	@starfishncoffee
1431150299.184733	Sat May  9 08:44:59 2015	596913740357959680	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150304.085052	Sat May  9 08:45:04 2015	596913757307023360	"Ebola found in US man's eye \u2013 report http:\/\/t.co\/dUcqPuuGeA http:\/\/t.co\/Wq8huhBqO4"	en	0.0	False	 
1431150312.761626	Sat May  9 08:45:12 2015	596913798633660416	"@blamefeyris You can't fight ebola they're gonna become weeaboos in a month"	en	0.0	False	 
1431150327.358573	Sat May  9 08:45:27 2015	596913858536603648	"@nytimes The evil eye. The Ebola eye.  Stuff bad Dre's are made of.  In the eye. In the semen dreams go by doc gets even"	en	-0.8499999999999999	False	 
1431150328.07467	Sat May  9 08:45:28 2015	596913862240272384	"i have ebola on my chest :))))))) http:\/\/t.co\/ig5kWo3Isy"	en	0.5	False	 
1431150332.686949	Sat May  9 08:45:32 2015	596913879034122240	"RT @BillGates: The Ebola epidemic will have terrible ripple effects long after the last case\u2014unless we act: http:\/\/t.co\/Pnjn45ihc6 http:\/\/t\u2026"	en	-0.35000000000000003	True	@BillGates
1431150334.34705	Sat May  9 08:45:34 2015	596913886697299968	"Doctor thought he was cured of Ebola \u2013 but he was for a big shock http:\/\/t.co\/RazI8trhiX"	en	0.0	False	 
1431150338.423972	Sat May  9 08:45:38 2015	596913902169886721	"RT @cnnbrk: Doctors stunned after Ebola found in eye of U.S. physician who had been declared free of the virus. http:\/\/t.co\/wZnZDo2ThN"	en	0.4	True	@cnnbrk
1431150338.959967	Sat May  9 08:45:38 2015	596913904808239104	"Good news of the day - Liberia set to be declared Ebola-free\n\nhttp:\/\/t.co\/qIqvS5jblh"	en	0.7	False	 
1431150339.260026	Sat May  9 08:45:39 2015	596913908813815808	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150355.721075	Sat May  9 08:45:55 2015	596913978183258112	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431150372.57422	Sat May  9 08:46:12 2015	596914048245092352	"RT @JornalOGlobo: V\u00edrus do ebola reaparece no olho e muda a cor da \u00edris de m\u00e9dico americano curado. http:\/\/t.co\/VZBVEsRyBL http:\/\/t.co\/vX4S\u2026"	en	0.0	True	@JornalOGlobo
1431150377.930574	Sat May  9 08:46:17 2015	596914069900136448	"#Liberia declared Ebola-free, but outbreak continues over border #ebola. http:\/\/t.co\/6dnmx1CfrZ"	en	0.0	False	 
1431150378.450608	Sat May  9 08:46:18 2015	596914071166783488	"RT @ideas4thefuture: Doctor thought he was cured of Ebola \u2013 but he was for a big shock http:\/\/t.co\/RazI8trhiX"	en	0.0	True	@ideas4thefuture
1431150380.542696	Sat May  9 08:46:20 2015	596914082185408515	"RT @JornalOGlobo: V\u00edrus do ebola reaparece no olho e muda a cor da \u00edris de m\u00e9dico americano curado. http:\/\/t.co\/VZBVEsRyBL http:\/\/t.co\/vX4S\u2026"	en	0.0	True	@JornalOGlobo
1431150380.850728	Sat May  9 08:46:20 2015	596914083275800577	"RT @cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/Wn6zK70cow http:\/\/t.co\/GzF6wBlZD1"	en	0.10000000000000002	True	@cnni
1431150390.507353	Sat May  9 08:46:30 2015	596914124799479808	"Ebola Virus Lives on Hospital Surfaces for Days http:\/\/t.co\/cohLs6Kqvz"	en	0.0	False	 
1431150394.387633	Sat May  9 08:46:34 2015	596914140939100161	"#SkyNews Liberia Declared Free Of Deadly Ebola Virus: After an outbreak that killed more than 11,000 people in... http:\/\/t.co\/YFxOCy1Wsv"	en	0.125	False	 
1431150399.852017	Sat May  9 08:46:39 2015	596914164062363648	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150402.596175	Sat May  9 08:46:42 2015	596914172534861824	"RT @JornalOGlobo: V\u00edrus do ebola reaparece no olho e muda a cor da \u00edris de m\u00e9dico americano curado. http:\/\/t.co\/VZBVEsRyBL http:\/\/t.co\/vX4S\u2026"	en	0.0	True	@JornalOGlobo
1431150402.984224	Sat May  9 08:46:42 2015	596914176494297088	"RT @MicrobesInfect: Liberia is declared #Ebola-free, but the outbreak continues over border http:\/\/t.co\/ZXXy9ekCLp"	en	0.0	True	@MicrobesInfect
1431150408.588541	Sat May  9 08:46:48 2015	596914198422102016	"As Ebola Leaves Liberia, Measles Make A Forceful Comeback http:\/\/t.co\/FIxvMQnoE4 http:\/\/t.co\/caXaWtseWP"	en	0.0	False	 
1431150410.189371	Sat May  9 08:46:50 2015	596914206890426368	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150423.99001	Sat May  9 08:47:03 2015	596914264750841859	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150424.7341	Sat May  9 08:47:04 2015	596914267758010368	"#@cnni: An American doctor declared free of #Ebola makes an alarming discovery: http:\/\/t.co\/UNKYCI88fJ\u00a0\u2026 http:\/\/t.co\/9p1WpzCjU3"	en	0.10000000000000002	False	 
1431150424.886063	Sat May  9 08:47:04 2015	596914268722704385	"RT @madambi_masuku: @GodNevado @rickyrozay waT.... We don't hav Ebola in South Africa"	en	0.0	True	@madambi_masuku
1431150434.170687	Sat May  9 08:47:14 2015	596914306475761664	"RT @JornalOGlobo: V\u00edrus do ebola reaparece no olho e muda a cor da \u00edris de m\u00e9dico americano curado. http:\/\/t.co\/VZBVEsRyBL http:\/\/t.co\/vX4S\u2026"	en	0.0	True	@JornalOGlobo
1431150438.783027	Sat May  9 08:47:18 2015	596914326004486144	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150440.775157	Sat May  9 08:47:20 2015	596914332962807809	"RT @RawyaRageh: After 42days of no #Ebola cases recorded WHO declares #Liberia Ebola-free,MSF warns w cases still in #Guinea, #SierraLeone \u2026"	en	0.0	True	@RawyaRageh
1431150442.203252	Sat May  9 08:47:22 2015	596914340122374144	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150445.147407	Sat May  9 08:47:25 2015	596914353837895680	"Ebola discovered in patient\u2019s eye months after being cleared http:\/\/t.co\/xeZf4sCxdo"	en	0.0	False	 
1431150445.371459	Sat May  9 08:47:25 2015	596914354529894400	"Congrats to Humanity, espec. #Liberia who successfully fought the deadly #Ebola. #Burundi challenge is far weaker https:\/\/t.co\/jpNo4utGWq"	en	0.21666666666666667	False	 
1431150457.100194	Sat May  9 08:47:37 2015	596914404182106112	"RT @nytimesworld: 41 days have passed since Liberia buried its last Ebola victim. One more day, and it will be declared Ebola-free http:\/\/t\u2026"	en	0.14166666666666666	True	@nytimesworld
1431150457.692272	Sat May  9 08:47:37 2015	596914406166044672	"Tirando esse canto de oho remelento, bem que podia pegar ebola e ficar com olhos castanho claro"	en	0.0	False	 
1431150458.796345	Sat May  9 08:47:38 2015	596914408841940992	"RT @RawyaRageh: After 42days of no #Ebola cases recorded WHO declares #Liberia Ebola-free,MSF warns w cases still in #Guinea, #SierraLeone \u2026"	en	0.0	True	@RawyaRageh
1431150469.645018	Sat May  9 08:47:49 2015	596914455063101440	"Doctor with Ebola in eye in Denver http:\/\/t.co\/UeY7LzoZUI"	en	0.0	False	 
1431150484.294002	Sat May  9 08:48:04 2015	596914517692547072	"RT @insidebryan: @cnni Interesting article about Ebola in the eye, causing the color to change from blue to green. @StanfordMed"	en	0.09999999999999999	True	@insidebryan
1431150485.646068	Sat May  9 08:48:05 2015	596914522809606144	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150488.286253	Sat May  9 08:48:08 2015	596914534167764992	"Months after recovering from Ebola, this man found out he still had Ebola http:\/\/t.co\/fte3rauJwh"	en	0.0	False	 
1431150489.342323	Sat May  9 08:48:09 2015	596914538999517184	"@9NewsSyd @Matt131267 Damn you Ebola you cant see it but I'm shacking my head fiercely right now turning eyes from blue to green how dare u."	en	0.028571428571428564	False	 
1431150492.006488	Sat May  9 08:48:12 2015	596914547895697408	"#Ebola: reaching families in #SierraLeone with life-saving information http:\/\/t.co\/WOJ1gepPZp #EbolaOutbreak http:\/\/t.co\/E1Yp6d4Pej"	en	0.0	False	 
1431150492.150542	Sat May  9 08:48:12 2015	596914549908975616	"#Ebola: reaching families in #SierraLeone with life-saving information http:\/\/t.co\/RcmofKkuOe #EbolaResponse #EbolaOutbreak"	en	0.0	False	 
1431150503.196438	Sat May  9 08:48:23 2015	596914593730985984	"RT @bharianmy: Liberia diisytiharkan bebas Ebola http:\/\/t.co\/cbRAdiYpAl"	en	0.0	True	@bharianmy
1431150510.384911	Sat May  9 08:48:30 2015	596914625645584384	"#Ebola hides for months after survival in semen, breast milk &amp; now tears? Get ready for the transmission long haul http:\/\/t.co\/X5hbZa9qpy"	en	0.07500000000000001	False	 
1431150520.677536	Sat May  9 08:48:40 2015	596914670490886144	"Doctor with Ebola in eye in Denver: The case concerns Dr. Ian Crozier, an American physician who caught Ebola ... http:\/\/t.co\/rDhmbWKoLy"	en	0.0	False	 
1431150525.55391	Sat May  9 08:48:45 2015	596914690426589184	"Ebola Changed This Doctor's Eye Color - Popular Science http:\/\/t.co\/Nvsz00JVwg"	en	0.6	False	 
1431150525.717921	Sat May  9 08:48:45 2015	596914690694983680	"RT @_HealthStory: Beating Ebola? It's a matter of trust #health http:\/\/t.co\/Wa6OkAbFDp http:\/\/t.co\/9ivEdbakbZ"	en	0.0	True	@_HealthStory
1431150540.594866	Sat May  9 08:49:00 2015	596914752904929280	"RT @KathleenNdongmo: Wow! #Liberia may receive the all-clear of #ebola from the @WHO today. No new cases have been registered in the last 4\u2026"	en	0.01893939393939394	True	@KathleenNdongmo
1431150547.563361	Sat May  9 08:49:07 2015	596914782281818112	"RT @BillGates: The Ebola epidemic will have terrible ripple effects long after the last case\u2014unless we act: http:\/\/t.co\/Pnjn45ihc6 http:\/\/t\u2026"	en-gb	-0.35000000000000003	True	@BillGates
1431150550.155509	Sat May  9 08:49:10 2015	596914793274978304	"RT @cnnbrk: Doctors stunned after Ebola found in eye of U.S. physician who had been declared free of the virus. http:\/\/t.co\/wZnZDo2ThN"	en	0.4	True	@cnnbrk
1431150561.720294	Sat May  9 08:49:21 2015	596914842457534465	"American doctor cured of Ebola finds the virus in eye http:\/\/t.co\/sO8jOUQt6T"	en	0.0	False	 
1431150591.711234	Sat May  9 08:49:51 2015	596914965400788992	"I hope you get Ebola."	en	0.0	False	 
1431150605.624205	Sat May  9 08:50:05 2015	596915023605182464	"RT @nytimes: A doctor was told he had been cured of Ebola. But the virus was lurking in his eye http:\/\/t.co\/gjRQV9oaid http:\/\/t.co\/QycvZ3ym\u2026"	en	0.0	True	@nytimes
1431150611.076513	Sat May  9 08:50:11 2015	596915049798610945	"RT @tessafiet17: I hope you get Ebola."	en	0.0	True	@tessafiet17
1431150613.084674	Sat May  9 08:50:13 2015	596915058157850624	"After Nearly Claiming His Life, Ebola Lurked in a Doctor\u2019s Eye http:\/\/t.co\/q7YjFUpxQN"	en	0.1	False	 
1431150615.980892	Sat May  9 08:50:15 2015	596915065133133824	"RT @SkyNews: Liberia Declared Free Of Deadly Ebola Virus http:\/\/t.co\/mc9v6SKcJb"	en	0.1	True	@SkyNews
1431150618.709074	Sat May  9 08:50:18 2015	596915082132627456	"@JornalOGlobo nossa vo pegar ebola Tbm pra ficar com olho bonito"	en	0.0	False	 
